ann_id,image_id,file_name,orientation,face_visible,num_keypoints,area,bbox_h,gt_shoulder_sign,pose_model,box_source,detector,n_person_det,top1_score,top1_iou,best_iou,best_rank,pose_oks_raw,pose_oks_corrected,pose_pck02_corrected,pose_n_scored,pose_chirality_swapped,pose_chirality_margin,pose_n_chir,pose_pred_shoulder_sign,pose_conf_mean
183125,185250,000000185250.jpg,FRONT,3,17,15247.6,291.4,-1,aic_coco_self,gt_box,gt_box,,,1.0,1.0,0,0.9875500815341397,0.9875500815341397,1.0,15,0,-0.4911966989963606,8,-1,0.900330687270445
183125,185250,000000185250.jpg,FRONT,3,17,15247.6,291.4,-1,aic_coco_self,rtmdet_ins_tiny,rtmdet_ins_tiny,20,0.8990,0.9602,0.9602,0,0.9878894202556358,0.9878894202556358,1.0,15,0,-0.49390140646207,8,-1,0.9148187041282654
183125,185250,000000185250.jpg,FRONT,3,17,15247.6,291.4,-1,body7_official,gt_box,gt_box,,,1.0,1.0,0,0.9869071600635492,0.9869071600635492,1.0,15,0,-0.49395412183741305,8,-1,0.9203677668290979
183125,185250,000000185250.jpg,FRONT,3,17,15247.6,291.4,-1,body7_official,rtmdet_ins_tiny,rtmdet_ins_tiny,20,0.8990,0.9602,0.9602,0,0.990592860320275,0.990592860320275,1.0,15,0,-0.49646551535357697,8,-1,0.9224305433385512
183125,185250,000000185250.jpg,FRONT,3,17,15247.6,291.4,-1,body7_self,gt_box,gt_box,,,1.0,1.0,0,0.9869071600635492,0.9869071600635492,1.0,15,0,-0.49395412183741305,8,-1,0.9203677703352535
183125,185250,000000185250.jpg,FRONT,3,17,15247.6,291.4,-1,body7_self,rtmdet_ins_tiny,rtmdet_ins_tiny,20,0.8990,0.9602,0.9602,0,0.990592860320275,0.990592860320275,1.0,15,0,-0.49646551535357697,8,-1,0.9224305433385512
183125,185250,000000185250.jpg,FRONT,3,17,15247.6,291.4,-1,coco_self,gt_box,gt_box,,,1.0,1.0,0,0.9879778422428757,0.9879778422428757,1.0,15,0,-0.4896886942028698,8,-1,0.9222397523767808
183125,185250,000000185250.jpg,FRONT,3,17,15247.6,291.4,-1,coco_self,rtmdet_ins_tiny,rtmdet_ins_tiny,20,0.8990,0.9602,0.9602,0,0.9880611281740904,0.9880611281740904,1.0,15,0,-0.49129177927790463,8,-1,0.9214164334184983
183301,549390,000000549390.jpg,OBLIQUE,2,15,23976.6,294.1,-1,aic_coco_self,gt_box,gt_box,,,1.0,1.0,0,0.9804590732396206,0.9804590732396206,1.0,15,0,-0.22111538828729566,12,-1,0.8183720813078039
183301,549390,000000549390.jpg,OBLIQUE,2,15,23976.6,294.1,-1,aic_coco_self,rtmdet_ins_tiny,rtmdet_ins_tiny,18,0.8925,0.8136,0.8136,0,0.9828365887891866,0.9828365887891866,1.0,15,0,-0.2178438720395626,12,-1,0.8221608540591072
183301,549390,000000549390.jpg,OBLIQUE,2,15,23976.6,294.1,-1,body7_official,gt_box,gt_box,,,1.0,1.0,0,0.9786382914518434,0.9786382914518434,1.0,15,0,-0.21658984507178097,12,-1,0.8295958603129667
183301,549390,000000549390.jpg,OBLIQUE,2,15,23976.6,294.1,-1,body7_official,rtmdet_ins_tiny,rtmdet_ins_tiny,18,0.8925,0.8136,0.8136,0,0.9772586147826471,0.9772586147826471,1.0,15,0,-0.21951732012817105,12,-1,0.8416717578383053
183301,549390,000000549390.jpg,OBLIQUE,2,15,23976.6,294.1,-1,body7_self,gt_box,gt_box,,,1.0,1.0,0,0.9786382914518434,0.9786382914518434,1.0,15,0,-0.21658984507178097,12,-1,0.8295958392760333
183301,549390,000000549390.jpg,OBLIQUE,2,15,23976.6,294.1,-1,body7_self,rtmdet_ins_tiny,rtmdet_ins_tiny,18,0.8925,0.8136,0.8136,0,0.9772586147826471,0.9772586147826471,1.0,15,0,-0.21951732012817105,12,-1,0.8416717578383053
183301,549390,000000549390.jpg,OBLIQUE,2,15,23976.6,294.1,-1,coco_self,gt_box,gt_box,,,1.0,1.0,0,0.9724035330980887,0.9724035330980887,1.0,15,0,-0.21659912453732436,12,-1,0.8236486876712126
183301,549390,000000549390.jpg,OBLIQUE,2,15,23976.6,294.1,-1,coco_self,rtmdet_ins_tiny,rtmdet_ins_tiny,18,0.8925,0.8136,0.8136,0,0.9695081834064734,0.9695081834064734,1.0,15,0,-0.21644597658584347,12,-1,0.8287364384707283
183349,7281,000000007281.jpg,FRONT,3,15,4698.5,166.4,-1,aic_coco_self,gt_box,gt_box,,,1.0,1.0,0,0.9291310338135849,0.9291310338135849,1.0,13,0,-0.6227687639615255,8,-1,0.8697676974184373
183349,7281,000000007281.jpg,FRONT,3,15,4698.5,166.4,-1,aic_coco_self,rtmdet_ins_tiny,rtmdet_ins_tiny,38,0.6852,0.5773,0.9067,1,0.9475711803236139,0.9475711803236139,1.0,13,0,-0.6275493825543236,8,-1,0.8231342434883118
183349,7281,000000007281.jpg,FRONT,3,15,4698.5,166.4,-1,body7_official,gt_box,gt_box,,,1.0,1.0,0,0.9175984456696481,0.9175984456696481,1.0,13,0,-0.6268575580302963,8,-1,0.817812442779541
183349,7281,000000007281.jpg,FRONT,3,15,4698.5,166.4,-1,body7_official,rtmdet_ins_tiny,rtmdet_ins_tiny,38,0.6852,0.5773,0.9067,1,0.9227897917887783,0.9227897917887783,1.0,13,0,-0.624185148476314,8,-1,0.7639575004577637
