ann_id,image_id,file_name,orientation,face_visible,num_keypoints,area,bbox_h,gt_shoulder_sign,pose_model,box_source,detector,n_person_det,top1_score,top1_iou,best_iou,best_rank,pose_oks_raw,pose_oks_corrected,pose_pck02_corrected,pose_n_scored,pose_chirality_swapped,pose_chirality_margin,pose_n_chir,pose_pred_shoulder_sign,pose_conf_mean
183125,185250,000000185250.jpg,FRONT,3,17,15247.6,291.4,-1,body7_official,gt_box,gt_box,,,1.0,1.0,0,0.9869071600635492,0.9869071600635492,1.0,15,0,-0.49395412183741305,8,-1,0.9203677668290979
183125,185250,000000185250.jpg,FRONT,3,17,15247.6,291.4,-1,body7_official,rtmdet_ins_tiny,rtmdet_ins_tiny,20,0.8990,0.9602,0.9602,0,0.990592860320275,0.990592860320275,1.0,15,0,-0.49646551535357697,8,-1,0.9224305433385512
183125,185250,000000185250.jpg,FRONT,3,17,15247.6,291.4,-1,body7_self,gt_box,gt_box,,,1.0,1.0,0,0.9869071600635492,0.9869071600635492,1.0,15,0,-0.49395412183741305,8,-1,0.9203677703352535
183125,185250,000000185250.jpg,FRONT,3,17,15247.6,291.4,-1,body7_self,rtmdet_ins_tiny,rtmdet_ins_tiny,20,0.8990,0.9602,0.9602,0,0.990592860320275,0.990592860320275,1.0,15,0,-0.49646551535357697,8,-1,0.9224305433385512
183125,185250,000000185250.jpg,FRONT,3,17,15247.6,291.4,-1,aic_coco_self,gt_box,gt_box,,,1.0,1.0,0,0.9875500815341397,0.9875500815341397,1.0,15,0,-0.4911966989963606,8,-1,0.900330687270445
183125,185250,000000185250.jpg,FRONT,3,17,15247.6,291.4,-1,aic_coco_self,rtmdet_ins_tiny,rtmdet_ins_tiny,20,0.8990,0.9602,0.9602,0,0.9878894202556358,0.9878894202556358,1.0,15,0,-0.49390140646207,8,-1,0.9148187041282654
183464,389532,000000389532.jpg,REAR,0,12,5331.2,170.3,1,body7_official,gt_box,gt_box,,,1.0,1.0,0,0.9855658089763935,0.9855658089763935,1.0,10,0,-0.2654142826130545,6,1,0.8285640162580153
183464,389532,000000389532.jpg,REAR,0,12,5331.2,170.3,1,body7_official,rtmdet_ins_tiny,rtmdet_ins_tiny,4,0.8708,0.9851,0.9851,0,0.9819090832775365,0.9819090832775365,1.0,10,0,-0.260766644763143,6,1,0.8276461538146523
183464,389532,000000389532.jpg,REAR,0,12,5331.2,170.3,1,body7_self,gt_box,gt_box,,,1.0,1.0,0,0.9855658089763935,0.9855658089763935,1.0,10,0,-0.2654142826130545,6,1,0.828563812900992
183464,389532,000000389532.jpg,REAR,0,12,5331.2,170.3,1,body7_self,rtmdet_ins_tiny,rtmdet_ins_tiny,4,0.8708,0.9851,0.9851,0,0.9819090832775365,0.9819090832775365,1.0,10,0,-0.260766644763143,6,1,0.8276460696669186
183464,389532,000000389532.jpg,REAR,0,12,5331.2,170.3,1,aic_coco_self,gt_box,gt_box,,,1.0,1.0,0,0.9853520120476567,0.9853520120476567,1.0,10,0,-0.2595219081958164,6,1,0.8215064160964068
183464,389532,000000389532.jpg,REAR,0,12,5331.2,170.3,1,aic_coco_self,rtmdet_ins_tiny,rtmdet_ins_tiny,4,0.8708,0.9851,0.9851,0,0.9858707824961591,0.9858707824961591,1.0,10,0,-0.2625637892626214,6,1,0.8316449733341441
183778,47571,000000047571.jpg,OBLIQUE,2,15,5383.8,163.8,-1,body7_official,gt_box,gt_box,,,1.0,1.0,0,0.9298343917831996,0.9298343917831996,1.0,15,0,-0.16922602054401786,12,-1,0.7973827474257525
183778,47571,000000047571.jpg,OBLIQUE,2,15,5383.8,163.8,-1,body7_official,rtmdet_ins_tiny,rtmdet_ins_tiny,20,0.7961,0.9556,0.9556,0,0.928270893672582,0.928270893672582,1.0,15,0,-0.17227355031473565,12,-1,0.801485208904042
183778,47571,000000047571.jpg,OBLIQUE,2,15,5383.8,163.8,-1,body7_self,gt_box,gt_box,,,1.0,1.0,0,0.9298343917831996,0.9298343917831996,1.0,15,0,-0.16922602054401786,12,-1,0.7973827404134414
183778,47571,000000047571.jpg,OBLIQUE,2,15,5383.8,163.8,-1,body7_self,rtmdet_ins_tiny,rtmdet_ins_tiny,20,0.7961,0.9556,0.9556,0,0.928270893672582,0.928270893672582,1.0,15,0,-0.17227355031473565,12,-1,0.8014852229286643
183778,47571,000000047571.jpg,OBLIQUE,2,15,5383.8,163.8,-1,aic_coco_self,gt_box,gt_box,,,1.0,1.0,0,0.95823928249455,0.95823928249455,1.0,15,0,-0.17314755470287213,12,-1,0.8137466732193442
183778,47571,000000047571.jpg,OBLIQUE,2,15,5383.8,163.8,-1,aic_coco_self,rtmdet_ins_tiny,rtmdet_ins_tiny,20,0.7961,0.9556,0.9556,0,0.9466340205036567,0.9466340205036567,1.0,15,0,-0.17166525057156443,12,-1,0.8104744378258201
184170,177489,000000177489.jpg,FRONT,3,14,39584.0,321.2,-1,body7_official,gt_box,gt_box,,,1.0,1.0,0,0.9693831322388048,0.9693831322388048,1.0,14,0,-0.2954030054342185,10,-1,0.8086142855532029
184170,177489,000000177489.jpg,FRONT,3,14,39584.0,321.2,-1,body7_official,rtmdet_ins_tiny,rtmdet_ins_tiny,7,0.7883,0.9027,0.9027,0,0.9672529916657107,0.9672529916657107,1.0,14,0,-0.2945289537332891,10,-1,0.7904091547517216
184170,177489,000000177489.jpg,FRONT,3,14,39584.0,321.2,-1,body7_self,gt_box,gt_box,,,1.0,1.0,0,0.9693831322388048,0.9693831322388048,1.0,14,0,-0.2954030054342185,10,-1,0.8086142662693473
184170,177489,000000177489.jpg,FRONT,3,14,39584.0,321.2,-1,body7_self,rtmdet_ins_tiny,rtmdet_ins_tiny,7,0.7883,0.9027,0.9027,0,0.9672529916657107,0.9672529916657107,1.0,14,0,-0.2945289537332891,10,-1,0.790409126702477
184170,177489,000000177489.jpg,FRONT,3,14,39584.0,321.2,-1,aic_coco_self,gt_box,gt_box,,,1.0,1.0,0,0.9735112013699064,0.9735112013699064,1.0,14,0,-0.29409338199385765,10,-1,0.7840461713426253
184170,177489,000000177489.jpg,FRONT,3,14,39584.0,321.2,-1,aic_coco_self,rtmdet_ins_tiny,rtmdet_ins_tiny,7,0.7883,0.9027,0.9027,0,0.9714724366887776,0.9714724366887776,1.0,14,0,-0.29875378524992896,10,-1,0.7953646708937252
185090,54931,000000054931.jpg,FRONT,3,17,32802.5,468.9,-1,body7_official,gt_box,gt_box,,,1.0,1.0,0,0.9573160787804829,0.9573160787804829,1.0,17,0,-0.2697571303324229,12,-1,0.8394199048771578
185090,54931,000000054931.jpg,FRONT,3,17,32802.5,468.9,-1,body7_official,rtmdet_ins_tiny,rtmdet_ins_tiny,6,0.8849,0.9822,0.9822,0,0.9677414696035153,0.9677414696035153,1.0,17,0,-0.2738594192478074,12,-1,0.8409836993497961
185090,54931,000000054931.jpg,FRONT,3,17,32802.5,468.9,-1,body7_self,gt_box,gt_box,,,1.0,1.0,0,0.9573160787804829,0.9573160787804829,1.0,17,0,-0.2697571303324229,12,-1,0.8394198908525354
185090,54931,000000054931.jpg,FRONT,3,17,32802.5,468.9,-1,body7_self,rtmdet_ins_tiny,rtmdet_ins_tiny,6,0.8849,0.9822,0.9822,0,0.9677414696035153,0.9677414696035153,1.0,17,0,-0.2738594192478074,12,-1,0.8409837940159965
185090,54931,000000054931.jpg,FRONT,3,17,32802.5,468.9,-1,aic_coco_self,gt_box,gt_box,,,1.0,1.0,0,0.9757074848938594,0.9757074848938594,1.0,17,0,-0.2745520946425561,12,-1,0.8759089988820693
185090,54931,000000054931.jpg,FRONT,3,17,32802.5,468.9,-1,aic_coco_self,rtmdet_ins_tiny,rtmdet_ins_tiny,6,0.8849,0.9822,0.9822,0,0.9798393333142225,0.9798393333142225,1.0,17,0,-0.27848323084306903,12,-1,0.879386446055244
