ann_id,image_id,file_name,orientation,face_visible,num_keypoints,area,bbox_h,gt_shoulder_sign,pose_model,box_source,detector,n_person_det,top1_score,top1_iou,best_iou,best_rank,pose_oks_raw,pose_oks_corrected,pose_pck02_corrected,pose_n_scored,pose_chirality_swapped,pose_chirality_margin,pose_n_chir,pose_pred_shoulder_sign,pose_conf_mean
183458,161609,000000161609.jpg,REAR,0,14,5112.6,152.3,1,body7_official,gt_box,gt_box,,,1.0,1.0,0,0.9560975580704333,0.9560975580704333,1.0,14,0,-0.37011917244871273,12,1,0.7725711044143228
183458,161609,000000161609.jpg,REAR,0,14,5112.6,152.3,1,body7_official,rtmdet_ins_tiny,rtmdet_ins_tiny,17,0.8700,0.9407,0.9407,0,0.9628784759982765,0.9628784759982765,1.0,14,0,-0.3724890839829037,12,1,0.76456319584566
183458,161609,000000161609.jpg,REAR,0,14,5112.6,152.3,1,body7_self,gt_box,gt_box,,,1.0,1.0,0,0.9560975580704333,0.9560975580704333,1.0,14,0,-0.37011917244871273,12,1,0.7725711219451007
183458,161609,000000161609.jpg,REAR,0,14,5112.6,152.3,1,body7_self,rtmdet_ins_tiny,rtmdet_ins_tiny,17,0.8700,0.9407,0.9407,0,0.9628784759982765,0.9628784759982765,1.0,14,0,-0.3724890839829037,12,1,0.7645632274010602
183458,161609,000000161609.jpg,REAR,0,14,5112.6,152.3,1,aic_coco_self,gt_box,gt_box,,,1.0,1.0,0,0.9573261806132445,0.9573261806132445,1.0,14,0,-0.37397421265753605,12,1,0.8249074185595793
183458,161609,000000161609.jpg,REAR,0,14,5112.6,152.3,1,aic_coco_self,rtmdet_ins_tiny,rtmdet_ins_tiny,17,0.8700,0.9407,0.9407,0,0.9589083903796309,0.9589083903796309,1.0,14,0,-0.37434310587485203,12,1,0.8194470966563505
183777,13177,000000013177.jpg,OBLIQUE,2,15,62508.0,351.5,-1,body7_official,gt_box,gt_box,,,1.0,1.0,0,0.9655705118910103,0.9655705118910103,1.0,15,0,-0.22963007467926694,12,-1,0.7718141078948975
183777,13177,000000013177.jpg,OBLIQUE,2,15,62508.0,351.5,-1,body7_official,rtmdet_ins_tiny,rtmdet_ins_tiny,9,0.8339,0.9217,0.9217,0,0.9668466724447085,0.9668466724447085,1.0,15,0,-0.2301540000473603,12,-1,0.7743122437421013
183777,13177,000000013177.jpg,OBLIQUE,2,15,62508.0,351.5,-1,body7_self,gt_box,gt_box,,,1.0,1.0,0,0.9655705118910103,0.9655705118910103,1.0,15,0,-0.22963007467926694,12,-1,0.7718141324379865
183777,13177,000000013177.jpg,OBLIQUE,2,15,62508.0,351.5,-1,body7_self,rtmdet_ins_tiny,rtmdet_ins_tiny,9,0.8339,0.9217,0.9217,0,0.9668466724447085,0.9668466724447085,1.0,15,0,-0.2301540000473603,12,-1,0.7743122647790348
183777,13177,000000013177.jpg,OBLIQUE,2,15,62508.0,351.5,-1,aic_coco_self,gt_box,gt_box,,,1.0,1.0,0,0.9646163400311423,0.9646163400311423,1.0,15,0,-0.2408057638138734,12,-1,0.7935699154348934
183777,13177,000000013177.jpg,OBLIQUE,2,15,62508.0,351.5,-1,aic_coco_self,rtmdet_ins_tiny,rtmdet_ins_tiny,9,0.8339,0.9217,0.9217,0,0.968262816743205,0.968262816743205,1.0,15,0,-0.24277066518547827,12,-1,0.7938415618503795
