ann_id,image_id,file_name,orientation,face_visible,num_keypoints,area,bbox_h,gt_shoulder_sign,pose_model,box_source,detector,n_person_det,top1_score,top1_iou,best_iou,best_rank,pose_oks_raw,pose_oks_corrected,pose_pck02_corrected,pose_n_scored,pose_chirality_swapped,pose_chirality_margin,pose_n_chir,pose_pred_shoulder_sign,pose_conf_mean
183301,549390,000000549390.jpg,OBLIQUE,2,15,23976.6,294.1,-1,body7_official,gt_box,gt_box,,,1.0,1.0,0,0.9786382914518434,0.9786382914518434,1.0,15,0,-0.21658984507178097,12,-1,0.8295958603129667
183301,549390,000000549390.jpg,OBLIQUE,2,15,23976.6,294.1,-1,body7_official,rtmdet_ins_tiny,rtmdet_ins_tiny,18,0.8925,0.8136,0.8136,0,0.9772586147826471,0.9772586147826471,1.0,15,0,-0.21951732012817105,12,-1,0.8416717578383053
183301,549390,000000549390.jpg,OBLIQUE,2,15,23976.6,294.1,-1,body7_self,gt_box,gt_box,,,1.0,1.0,0,0.9786382914518434,0.9786382914518434,1.0,15,0,-0.21658984507178097,12,-1,0.8295958392760333
183301,549390,000000549390.jpg,OBLIQUE,2,15,23976.6,294.1,-1,body7_self,rtmdet_ins_tiny,rtmdet_ins_tiny,18,0.8925,0.8136,0.8136,0,0.9772586147826471,0.9772586147826471,1.0,15,0,-0.21951732012817105,12,-1,0.8416717578383053
183301,549390,000000549390.jpg,OBLIQUE,2,15,23976.6,294.1,-1,aic_coco_self,gt_box,gt_box,,,1.0,1.0,0,0.9804590732396206,0.9804590732396206,1.0,15,0,-0.22111538828729566,12,-1,0.8183720813078039
183301,549390,000000549390.jpg,OBLIQUE,2,15,23976.6,294.1,-1,aic_coco_self,rtmdet_ins_tiny,rtmdet_ins_tiny,18,0.8925,0.8136,0.8136,0,0.9828365887891866,0.9828365887891866,1.0,15,0,-0.2178438720395626,12,-1,0.8221608540591072
183471,121031,000000121031.jpg,FRONT,3,13,7833.5,215.9,-1,body7_official,gt_box,gt_box,,,1.0,1.0,0,0.9602486457878072,0.9602486457878072,1.0,13,0,-0.5008877569376012,6,-1,0.8673790447852191
183471,121031,000000121031.jpg,FRONT,3,13,7833.5,215.9,-1,body7_official,rtmdet_ins_tiny,rtmdet_ins_tiny,31,0.7923,0.8963,0.8963,0,0.9641988755428105,0.9641988755428105,1.0,13,0,-0.5048540337947673,6,-1,0.8508824110031128
183471,121031,000000121031.jpg,FRONT,3,13,7833.5,215.9,-1,body7_self,gt_box,gt_box,,,1.0,1.0,0,0.9602486457878072,0.9602486457878072,1.0,13,0,-0.5008877569376012,6,-1,0.8673790868590859
183471,121031,000000121031.jpg,FRONT,3,13,7833.5,215.9,-1,body7_self,rtmdet_ins_tiny,rtmdet_ins_tiny,31,0.7923,0.8963,0.8963,0,0.9641988755428105,0.9641988755428105,1.0,13,0,-0.5048540337947673,6,-1,0.8508824460646686
183471,121031,000000121031.jpg,FRONT,3,13,7833.5,215.9,-1,aic_coco_self,gt_box,gt_box,,,1.0,1.0,0,0.9543241691877451,0.9543241691877451,1.0,13,0,-0.5058581420132835,6,-1,0.8774353546254775
183471,121031,000000121031.jpg,FRONT,3,13,7833.5,215.9,-1,aic_coco_self,rtmdet_ins_tiny,rtmdet_ins_tiny,31,0.7923,0.8963,0.8963,0,0.9535808619063963,0.9535808619063963,1.0,13,0,-0.5027427308350657,6,-1,0.8757584375493667
183831,112298,000000112298.jpg,FRONT,3,12,32081.1,263.9,-1,body7_official,gt_box,gt_box,,,1.0,1.0,0,0.9846837291255386,0.9846837291255386,1.0,12,0,-0.5925213194702863,6,-1,0.7401873250217998
183831,112298,000000112298.jpg,FRONT,3,12,32081.1,263.9,-1,body7_official,rtmdet_ins_tiny,rtmdet_ins_tiny,5,0.7984,0.8552,0.8552,0,0.9823633361570502,0.9823633361570502,1.0,12,0,-0.5904073758920471,6,-1,0.7463603633291581
183831,112298,000000112298.jpg,FRONT,3,12,32081.1,263.9,-1,body7_self,gt_box,gt_box,,,1.0,1.0,0,0.9846837291255386,0.9846837291255386,1.0,12,0,-0.5925213194702863,6,-1,0.7401874258237726
183831,112298,000000112298.jpg,FRONT,3,12,32081.1,263.9,-1,body7_self,rtmdet_ins_tiny,rtmdet_ins_tiny,5,0.7984,0.8552,0.8552,0,0.9823633361570502,0.9823633361570502,1.0,12,0,-0.5904073758920471,6,-1,0.746360310298555
183831,112298,000000112298.jpg,FRONT,3,12,32081.1,263.9,-1,aic_coco_self,gt_box,gt_box,,,1.0,1.0,0,0.9874044058972552,0.9874044058972552,1.0,12,0,-0.5931298766945867,6,-1,0.6912483835921568
183831,112298,000000112298.jpg,FRONT,3,12,32081.1,263.9,-1,aic_coco_self,rtmdet_ins_tiny,rtmdet_ins_tiny,5,0.7984,0.8552,0.8552,0,0.9824955798243784,0.9824955798243784,1.0,12,0,-0.5840509794237055,6,-1,0.700199706151205
184179,245448,000000245448.jpg,FRONT,3,13,5945.3,138.7,-1,body7_official,gt_box,gt_box,,,1.0,1.0,0,0.9777873589179092,0.9777873589179092,1.0,12,0,-0.5139683243850773,8,-1,0.7776132962282967
184179,245448,000000245448.jpg,FRONT,3,13,5945.3,138.7,-1,body7_official,rtmdet_ins_tiny,rtmdet_ins_tiny,27,0.8259,0.9742,0.9742,0,0.9798786158548194,0.9798786158548194,1.0,12,0,-0.5160486656839873,8,-1,0.7873902005307815
184179,245448,000000245448.jpg,FRONT,3,13,5945.3,138.7,-1,body7_self,gt_box,gt_box,,,1.0,1.0,0,0.9777873589179092,0.9777873589179092,1.0,12,0,-0.5139683243850773,8,-1,0.7776132576605853
184179,245448,000000245448.jpg,FRONT,3,13,5945.3,138.7,-1,body7_self,rtmdet_ins_tiny,rtmdet_ins_tiny,27,0.8259,0.9742,0.9742,0,0.9798786158548194,0.9798786158548194,1.0,12,0,-0.5160486656839873,8,-1,0.7873902250738705
184179,245448,000000245448.jpg,FRONT,3,13,5945.3,138.7,-1,aic_coco_self,gt_box,gt_box,,,1.0,1.0,0,0.9763910914141875,0.9763910914141875,1.0,12,0,-0.5174473262585972,8,-1,0.7866548212135539
184179,245448,000000245448.jpg,FRONT,3,13,5945.3,138.7,-1,aic_coco_self,rtmdet_ins_tiny,rtmdet_ins_tiny,27,0.8259,0.9742,0.9742,0,0.9780998834075606,0.9780998834075606,1.0,12,0,-0.5176875373198567,8,-1,0.7948406829553492
185120,278848,000000278848.jpg,REAR,0,12,17147.7,258.1,1,body7_official,gt_box,gt_box,,,1.0,1.0,0,0.973451347449673,0.973451347449673,1.0,12,0,-0.34725954392088354,10,1,0.703825898030225
185120,278848,000000278848.jpg,REAR,0,12,17147.7,258.1,1,body7_official,rtmdet_ins_tiny,rtmdet_ins_tiny,22,0.8582,0.9372,0.9372,0,0.9743971749133613,0.9743971749133613,1.0,12,0,-0.3458161280761217,10,1,0.7071172840454999
185120,278848,000000278848.jpg,REAR,0,12,17147.7,258.1,1,body7_self,gt_box,gt_box,,,1.0,1.0,0,0.973451347449673,0.973451347449673,1.0,12,0,-0.34725954392088354,10,1,0.7038258208948023
185120,278848,000000278848.jpg,REAR,0,12,17147.7,258.1,1,body7_self,rtmdet_ins_tiny,rtmdet_ins_tiny,22,0.8582,0.9372,0.9372,0,0.9743971749133613,0.9743971749133613,1.0,12,0,-0.3458161280761217,10,1,0.7071172612554887
185120,278848,000000278848.jpg,REAR,0,12,17147.7,258.1,1,aic_coco_self,gt_box,gt_box,,,1.0,1.0,0,0.9721948757568512,0.9721948757568512,1.0,12,0,-0.3422682563265596,10,1,0.6787092527922463
185120,278848,000000278848.jpg,REAR,0,12,17147.7,258.1,1,aic_coco_self,rtmdet_ins_tiny,rtmdet_ins_tiny,22,0.8582,0.9372,0.9372,0,0.9706462388328276,0.9706462388328276,1.0,12,0,-0.339895529069454,10,1,0.6798387660699732
186234,251140,000000251140.jpg,FRONT,3,16,7688.8,220.2,-1,body7_official,gt_box,gt_box,,,1.0,1.0,0,0.9552481098748781,0.9552481098748781,1.0,14,0,-0.35585538995047994,8,-1,0.7624516154036802
186234,251140,000000251140.jpg,FRONT,3,16,7688.8,220.2,-1,body7_official,rtmdet_ins_tiny,rtmdet_ins_tiny,9,0.7839,0.1292,0.8273,1,4.5367260049622855e-07,4.5367260049622855e-07,0.0,14,0,-0.059414622567086184,8,-1,0.7485008309869206
186234,251140,000000251140.jpg,FRONT,3,16,7688.8,220.2,-1,body7_self,gt_box,gt_box,,,1.0,1.0,0,0.9552481098748781,0.9552481098748781,1.0,14,0,-0.35585538995047994,8,-1,0.7624515259967131
186234,251140,000000251140.jpg,FRONT,3,16,7688.8,220.2,-1,body7_self,rtmdet_ins_tiny,rtmdet_ins_tiny,9,0.7839,0.1292,0.8273,1,4.5367260049622855e-07,4.5367260049622855e-07,0.0,14,0,-0.059414622567086184,8,-1,0.7485007538514978
186234,251140,000000251140.jpg,FRONT,3,16,7688.8,220.2,-1,aic_coco_self,gt_box,gt_box,,,1.0,1.0,0,0.9562518145206779,0.9562518145206779,1.0,14,0,-0.3549457100283406,8,-1,0.7774185292861041
186234,251140,000000251140.jpg,FRONT,3,16,7688.8,220.2,-1,aic_coco_self,rtmdet_ins_tiny,rtmdet_ins_tiny,9,0.7839,0.1292,0.8273,1,7.598573362755512e-07,7.598573362755512e-07,0.0,14,0,-0.060161284454205655,8,-1,0.722002436132992
186758,435208,000000435208.jpg,OBLIQUE,2,14,16643.6,196.4,-1,body7_official,gt_box,gt_box,,,1.0,1.0,0,0.9285984637521275,0.9285984637521275,1.0,14,0,-0.24193507141170614,10,-1,0.6655726222430959
186758,435208,000000435208.jpg,OBLIQUE,2,14,16643.6,196.4,-1,body7_official,rtmdet_ins_tiny,rtmdet_ins_tiny,17,0.6673,0.9168,0.9168,0,0.9260560850403141,0.9260560850403141,1.0,14,0,-0.24342968376968505,10,-1,0.6779168896815356
186758,435208,000000435208.jpg,OBLIQUE,2,14,16643.6,196.4,-1,body7_self,gt_box,gt_box,,,1.0,1.0,0,0.9285984637521275,0.9285984637521275,1.0,14,0,-0.24193507141170614,10,-1,0.6655726397738737
186758,435208,000000435208.jpg,OBLIQUE,2,14,16643.6,196.4,-1,body7_self,rtmdet_ins_tiny,rtmdet_ins_tiny,17,0.6673,0.9168,0.9168,0,0.9260560850403141,0.9260560850403141,1.0,14,0,-0.24342968376968505,10,-1,0.6779168581261354
186758,435208,000000435208.jpg,OBLIQUE,2,14,16643.6,196.4,-1,aic_coco_self,gt_box,gt_box,,,1.0,1.0,0,0.9131913609055828,0.9131913609055828,1.0,14,0,-0.2444681334130931,10,-1,0.6745791628080255
186758,435208,000000435208.jpg,OBLIQUE,2,14,16643.6,196.4,-1,aic_coco_self,rtmdet_ins_tiny,rtmdet_ins_tiny,17,0.6673,0.9168,0.9168,0,0.9139609085938023,0.9139609085938023,1.0,14,0,-0.2419241692051789,10,-1,0.6851586611831889
187448,553990,000000553990.jpg,OBLIQUE,2,11,6333.4,160.0,-1,body7_official,gt_box,gt_box,,,1.0,1.0,0,0.9379928215399858,0.9379928215399858,1.0,11,0,-0.12256774150985852,4,-1,0.8177139618817497
187448,553990,000000553990.jpg,OBLIQUE,2,11,6333.4,160.0,-1,body7_official,rtmdet_ins_tiny,rtmdet_ins_tiny,15,0.4577,0.8190,0.8190,0,0.937078985673141,0.937078985673141,1.0,11,0,-0.10704123904338005,4,-1,0.7955359290627873
187448,553990,000000553990.jpg,OBLIQUE,2,11,6333.4,160.0,-1,body7_self,gt_box,gt_box,,,1.0,1.0,0,0.9379928215399858,0.9379928215399858,1.0,11,0,-0.12256774150985852,4,-1,0.8177139688940609
187448,553990,000000553990.jpg,OBLIQUE,2,11,6333.4,160.0,-1,body7_self,rtmdet_ins_tiny,rtmdet_ins_tiny,15,0.4577,0.8190,0.8190,0,0.937078985673141,0.937078985673141,1.0,11,0,-0.10704123904338005,4,-1,0.7955359220504761
187448,553990,000000553990.jpg,OBLIQUE,2,11,6333.4,160.0,-1,aic_coco_self,gt_box,gt_box,,,1.0,1.0,0,0.9504267833486169,0.9504267833486169,1.0,11,0,-0.13663038260548332,4,-1,0.7638814501902637
187448,553990,000000553990.jpg,OBLIQUE,2,11,6333.4,160.0,-1,aic_coco_self,rtmdet_ins_tiny,rtmdet_ins_tiny,15,0.4577,0.8190,0.8190,0,0.950018423691755,0.950018423691755,1.0,11,0,-0.1259821457803773,4,-1,0.7416344004518846
188176,102331,000000102331.jpg,OBLIQUE,2,14,4296.2,106.7,-1,body7_official,gt_box,gt_box,,,1.0,1.0,0,0.8675566706231336,0.8675566706231336,1.0,11,0,-0.078561959645722,8,-1,0.5939908343202928
188176,102331,000000102331.jpg,OBLIQUE,2,14,4296.2,106.7,-1,body7_official,rtmdet_ins_tiny,rtmdet_ins_tiny,7,0.5765,0.6551,0.6551,0,0.812620525004197,0.812620525004197,1.0,11,0,-0.07456456399963603,8,-1,0.5914466819342445
188176,102331,000000102331.jpg,OBLIQUE,2,14,4296.2,106.7,-1,body7_self,gt_box,gt_box,,,1.0,1.0,0,0.8675566706231336,0.8675566706231336,1.0,11,0,-0.078561959645722,8,-1,0.5939907922464258
188176,102331,000000102331.jpg,OBLIQUE,2,14,4296.2,106.7,-1,body7_self,rtmdet_ins_tiny,rtmdet_ins_tiny,7,0.5765,0.6551,0.6551,0,0.812620525004197,0.812620525004197,1.0,11,0,-0.07456456399963603,8,-1,0.5914466293419108
188176,102331,000000102331.jpg,OBLIQUE,2,14,4296.2,106.7,-1,aic_coco_self,gt_box,gt_box,,,1.0,1.0,0,0.9349107161536694,0.9349107161536694,1.0,11,0,-0.08213256107184459,8,-1,0.6146241443998673
188176,102331,000000102331.jpg,OBLIQUE,2,14,4296.2,106.7,-1,aic_coco_self,rtmdet_ins_tiny,rtmdet_ins_tiny,7,0.5765,0.6551,0.6551,0,0.9162077622013985,0.9162077622013985,1.0,11,0,-0.07874744765600723,8,-1,0.6577686281765208
189022,139077,000000139077.jpg,REAR,0,13,8669.3,212.9,-1,body7_official,gt_box,gt_box,,,1.0,1.0,0,0.9586728963177674,0.9586728963177674,1.0,11,0,-0.1684621802002506,8,-1,0.7335472422487596
